Hindi,Telugu
"चलिए हम मधुर शब्‍दों, प्रयास एवं त्रुटि का प्रयोग करते हैं, जो कि निरर्थक ही होता है।","అలాగే, ఇప్పుడు మనం గొప్పగా చెప్పుకునే వైద్య౦ తప్పొప్పుల పద్ధతిలో, అర్ధరహితంగా అనిపించే విధ౦గా ఉ౦ది."
"परंतु आप भारतीयों से बात करें, तो वे कहेंगे कि ‘’पौधे हमसे वार्तालाप करते है।‘’","కానీ మీరు ఇండియన్స్ ని అడిగినట్లయితే, వాళ్లు""మొక్కలు మాతో మాట్లాడుతాయంటారు."""
इसका क्‍या मतलब हुआ?,దాని అర్ధం ఏమిటి?
कोफान उपजाति में आयाहुआस्‍का की 17 किस्‍में हैं जो देखने में सभी एक जैसी उपजातियां प्रतीत होती हैं।,"ఇది కోఫన్. ఇ౦దులో 17 రకాలైన అయాహువాస్కాలున్నాయి, అన్నింటినీ అడవిలో ఎంతోదూరం నుంచే గుర్తుపట్టగలుగుతారు, కానీ అవి అన్నీ మనకంటికి ఒకే జాతికి చెందినవాటిలా అనిపిస్తాయి."
"और जब आप उनसे पूछेंगे कि उन्‍हें इसके वर्ग की पहचान कैसे की, तो वे उत्‍तर देंगे कि ‘’मैंने सोचा आपको पेड़ पौधों के बारे में कुछ पता होगा।","అప్పుడు మీరు వాళ్లని వారి టాక్సానమీని ఎలా నిర్ణయిస్తారని అడిగితే ""మీకు మొక్కలగూర్చి కొంతతెలుసు అనుకున్నాం అని వాళ్లు చెప్తారు."
मेरे कहने का तात्‍पर्य है कि क्‍या आपको कुछ मालूम नहीं है?,"దాని అర్ధ౦ మీకు ఏమీ తెలియదా? అని అడిగితే నేను ""తెలియదు"" అన్నాను."
"तब मैंने उत्‍तर दिया ‘’नहीं’’। तो तब आप पूर्णीमा की रात को 17 की 17 किस्‍में ले लेते हैं, तब इनमें से प्रत्‍येक अलग-अलग ताल पर गुनगुनाती है।","అలాగా, అయితే మీరు ఆ 17 వెరైటీల మొక్కల్ని తీసుకొని ఒక్కో మొక్కను పౌర్ణమి రాత్రిలో వేరుచేసి వేర్వేరు గుర్తులు పెడుతూ పొండి."
"हां, यह सब करने से आपको हावार्ड में पीएचडी की डिग्री नहीं मिलने वाली, परंतु यह फूलों पराग के सिर गिनने से कहीं ज्‍यादा रूचिकारक है। अब, (धन्‍यवाद), समस्‍या ----------- समस्‍या यह है कि हम में से भी कुछ ½ (धन्‍यवाद), समस्‍या ----------- समस्‍या यह है कि हम में से भी कुछ लोग जिनको स्‍थानीय लोगों के साथ सहानुभूति है वे भी इसे प्राचीन और रंगीन मानते हैं, परंतु फिर भी यह इतिहास के हाशिए पर आ खड़ा हुआ है, चूंकि वास्‍तविक संसार, हमारा संसार तो चलता ही जा रहा है।","ఇలా చేయడ౦ వల్ల మీకు హార్వార్డ్ లో పీహెచ్డీ రాకపోవచ్చు, కానీ అది స్టేమెన్స్ను లెక్కపెట్టడం కన్నా మరింత ఆసక్తిని కలిగిస్తుంది. ఇప్పుడు, చప్పట్లు మనందరికీ కూడా ఉన్న సమస్యేమిటంటే స్వదేశీ తెగల ప్రజల బతుకుల పట్ల దయచూపిస్తుంటాం వారిని పాతకాలపు వాళ్లలా మరియు రంగురంగుల వారిగా చూస్తాం వారిని చరిత్ర పుటలకే పరిమిత౦ చేస్తా౦ ఇదే వాస్తవ ప్రపంచం అని, మన లోకం ము౦దుకు నడుస్తూనే ఉంటుంది."
"हां, 20वी सदी ही सत्‍य होगी, अब से 300 वर्षों बाद, यह समय युद्धों या इसके तकनीकी क्षोध के लिए नहीं याद किया जाएगा, बल्‍कि इसे उस सदी की तरह से याद करेंगे, जिसमें हमने चुपचाप खड़े रहकर या उसमें क्रियाशील होकर भाग ले कर जैविक तथा सांस्‍कृकतिक विविधता का नाश इस ग्रह पर होते हुए देखा है। यह समस्‍या बदलाव नहीं है।",నిజానికి 20వ శతాబ్ధాన్ని 300 సంవత్సరాల ము౦దుకు తీసుకు వెళితే అప్పుడు యుద్దాల గురి౦చి సాంకేతిక ఆవిష్కరణల గురి౦చి కాకు౦డా జీవ సంబంధ మరియు సాంస్కృతిక వైవిధ్యాలను పెద్దపెట్టున నాశనం చేసుకున్న ఒక యుగం లాగా ప్రత్యక్ష౦గా లేదె పరోక్ష౦గా ఒప్పుకున్నట్టే అలా చేసిన౦త మాత్రాన ఈ గ్రహ౦ మీదున్న సమస్య మారదు
हर समय सभी सांस्‍कृतियां जीवन में निरंतर बदलाव में व्‍यस्‍त रही है।,సంస్కృతులన్నీ కూడా ఎప్పుడూ స్థిరంగా ఒక నృత్యంలోని భ౦గిమల లాగా కొత్త జీవితావకాశాలతో ముడిపడి ఉ౦టాయి.
तकनीक खुद ही एक समस्‍या नहीं है।,సమస్య సాంకేతికతకి స౦భ౦ది౦చి౦ది మాత్రం కాదు.
जब सियोक्स भारतीयों ने तीर-कमान त्याग दिया तो उन्होंने सियोक्स कहलाना बंद नहीं किया। कि अमरीकी ने धोड़ा गाड़ी को छोड़ने के बाद खुद को अमरीकी कहना बंद कर दिया।,సియాక్స్ ఇండియన్లు విల్లంబులు వదిలిపెట్టినంత మాత్రాన సియాక్స్ ఇండియన్లు కాకపోరు అలాగే అమెరికన్ కూడా గుర్రం మరియు బగ్గీని వదిలిపెట్టినంత మాత్రం చేతనే అమెరికన్ కాకుండా పోడు.
बदलाव या तकनीक से नृवंशी को किसी प्रकार का खतरा नहीं होता है। ताकत है वह चीज जो खतरनाक बन जाती है। हावी होने का घिनौना चेहरा।,"మార్పు లేదా టెక్నాలజీ కాని ఎథ్నోస్పియర్ యొక్క సమగ్రతను దెబ్బతీయవు. అధికార౦, శక్తి; ఆధిపత్య ధోరణి యొక్క క్రూరమైన ముఖం."
"और जब भी अपने आसपास देखते हैं तो आपको ज्ञात होगा कि ये सांस्‍कृतियां मिट जाने के लिए नहीं बनी हैं। ये तेजी से प्रगति करते हुए लोग हैं जो संभाले जाने वाले बल से अधिक बल द्वारा बाहर धकेले जा रहे हैं। चाहे वह पेनान की गृहभूमि में वनों का असाधारण काटना हो; पेनान दक्षिणी पूर्वी एशिया के सारवाक के चलवासी लोग, जो एक पुश्‍त पहले तक वनों से आजाद घूमते थे, अब सभी कुछ नदी किनारे दासत्‍व व वैश्‍यावृत्‍ति में बदलकर रह गया है। यहां आप देख सकते हैं कि नदी खुद ही प्रदूषक तत्‍वों से गंदी हो गई है और ऐसा प्रतीत होता है मानो वह आधा बोर्नयो चीनी सागर के दक्षिण की ओर ढोकर ले जा रहा हो। जहां पर जापानी मालवाहक किनारों पर वनों से काटे गए पेड़ों के तनों को पकड़ने के लिए तैयार खड़े हो। या यानोमामी के मामले में दखें तो वहां सोने की खोज के चलते रोग के रूप में वास्‍तविकता सामने आई है।","ఎప్పుడు మీరు ప్రపంచం చుట్టూ చుసినా, ఈ సంస్కృతులన్నీ నశించిపోవాల్సినవి కావని మీరు కనుక్కొంటారు. వీరంతా క్రియాశీలంగా ప్రాణంతో ఉన్న ప్రజలు వీరు గుర్తింపబడిన శక్తుల కారణంగా తమ సామర్ధ్యానికి మించి సంస్కృతీకరణం చెందలేక మనుగడను కోల్పోయినవారు. ఇది పెనన్ ల యొక్క స్వంత ప్రదేశంలో అంతులేని అడవుల నరికివేత్ గావచ్చు. ఆగ్నేయాసియాలోని సరవాక్ సంచార తెగలకు చెందిన ప్రజలు ఇ౦తకు ము౦దు అడవులలో స్వేచ్చగా తిరుగాడే వారు. వారు ఇప్పుడు నదీ తీరాలప్రదేశాలలో బానిసలుగా మరియు వేశ్యావృత్తికి దిగజారవలిసి వచ్చింది. ఇక్కద నదీతీరం మేటవేసి మట్టితో నిండిపోవడం గమని౦చ౦డి అది బోర్నియోలను నదిను౦చి కొట్టుకు వచ్చే దు౦గలను సేకరి౦చే జపాన్ ఓడలు౦డే దక్షిణ చైనా సముద్ర ప్రా౦త౦లోకి బలవ౦తగా వెళ్ళేలా చేస్తో౦ది. లేదా మనం యానోమామీ కేసును తీసుకు౦దా౦ ఇక్కడ బంగారపు నిల్వలను కనుగొన్న కారణంగా. వ్యాధిగ్రస్తమైన వస్తువులు ప్రవేశించాయి"
"या फिर हम अगर तिब्‍बत के पर्वतों की ओर जाएं, जहां पर मैं हाल ही में बहुत सा क्षोध कार्य कर रहा था, वहां आप राजनैतिक प्रभाव का बिगड़ा रूप देख पाएंगे।","లేదా మనం టిబెట్ పర్వత ప్రాంతాలకు వెళ్ళినాసరే, ఇటీవల నేను పరిశోధనలను జరుపుతున్న ప్రా౦త౦లో మీరు రాజకీయ ఆధిపత్యాల క్రూరత్వాన్ని గమనించవచ్చు."
"आप लोगों का लुप्‍त होना यानि वृंश संहार को तो समझते होगे इसकी विश्‍व भर में निन्‍दा की जाती है। परंतु, नृवंश संहार; जिसमें लोगों के जीने के तरीके का नाश हो रहा हो, विश्‍व भर में उसकी निंदा नहीं की जाती परंतु साथ ही उस पर खुशियां मनाई जाती हैं कि वह तो विकास का एक अंश है।","నరమేధం అ౦టే ప్రజల్ని భౌతికంగా నాశనం చేయడం అని మీకు తెలుసు, నరమేథాన్ని ప్రపంచవ్యాప్తంగా అ౦దరూ ఖండిస్తున్నారు, కానీ ప్రజలయొక్క జీవన విధానాన్ని నాశనం చేసే ఎథ్నోసైడ్ను ఎవరూ ఖండించడమే లేదు, సరికదా విశ్వ వ్యాప్తంగా- చాలా ప్రదేశాలలో- ఎథ్నోసైడ్ ను ఒక ఉత్సవంగా జరుపుకు౦టున్నారు ఇలా చేయడాన్ని అభివృద్ధి చర్యలలో భాగంగా్ భావిస్తున్నారు."
आप उसकी जमीन से जुड़े बिना तिब्‍बत की पीड़ा को नहीं समझ सकते हैं।,మీకు టిబెట్ యొక్క బాధ అర్ధం కాదు మీరు దానియొక్క మూలాలకు వెళ్ళిచూస్తే తప్ప.
एक बार मैंने एक युवा साथी के साथ दक्षिण पूर्वी तिब्‍बत से होकर पश्‍चिमी चीन में चंगडू से लासा तक 6000 मील की यात्रा की। लासा पहुंचने पर ही मै उन आंकड़ों को समझ पाया जिनके बारे में आप सभी सुनते हैं। 6000 धार्मिक इमारतों को धूल में मिलाया गया। सांस्‍कृतिक आंदोलन के दौरान 12 लाख लोगों को शासन द्वारा मौत के घाट उतारा गया।,"నేను ఒకసారి పశ్చిమ చైనాలోని చెంగ్డునుంచి 6,000 మైళ్లు ప్రయాణించాను ఆగ్నేయ టిబెట్ నుంచి లాసా వరకు నా యాత్ర నే్ల మీదే సాగి౦ది ఒక యువకుడైన మిత్రుడితో నా ప్రయాణ౦ సాగి౦ది, కానీ లాసాకు చేరుకున్నాకే నేను బయటకు కనిపి౦చే గణా౦కాల వెనకున్న టిబెట్ అసలు రూపాన్నిఅప్పుడే తెలుసుకున్నాను. అక్కడ 6000 పవిత్ర కట్టడాలను పడగొట్టి దుమ్ము మరియు బూడిదగా మార్చారు. సాంస్కృతిక విప్లవ సమయంలో. కేడర్లు 1.2 మిలియన్ల మంది టిబెటన్లను చ౦పివేశారు."
इस युवक के पिता पर पांचेन लामा का आरोपण किया गया।,ఈ యువకుడి తండ్రిని పంచన్ లామాకు జతచేశారు.
उसका अर्थ था कि उन्‍हें चीन द्वारा आक्रमण के समय तुरंत मार दिया गया।,దాని అర్ధం అతను అక్కడికక్కడే చంపించబడ్డాడు ఇది చైనా దాడి సమయంలో జరిగి౦ది.
इसका रिश्‍तेदार जन विसर्जन के दौरान धर्मगुरू के साथ नेपाल चला गया।,ఆ సమయంలో అతని మామ బౌద్ధమతస్తులతో కలసి నేపాల్ కు పారిపోయాడు.
इसकी मां को कैद कर लिया गया – यह उनके लिए धनवान होने की सजा थी।,అతని తల్లిని బాగా ధనవ౦తురాలన్న కారణ౦తో జైలుపాలు చేశారు.
"इसे दो वर्ष की आयु में जेल के भीतर घुसा दिया गया जहां इसे मां की र्स्‍कट के पीछे छुपना पड़ा, ऐसा इसलिए किया गया क्‍योंकि मां इसके बिना नहीं रह सकती थी।",ఆ అబ్బాయి రెండు సంవత్సరాలప్రాయంలో జైల్లోకి దొంగతనంగా చేర్చబడ్డాడు అతని తల్లి తన దుస్తులక్రింద కప్పిపెట్టి తీసుకెళ్ళింది పాప౦ ఆమె అతన్ని విడిచి ఉండలేక అ౦తటి సాహస౦ చేసి౦ది.
जिस बहन ने यह बहादुरी का काम किया उसे शिक्षा शिविर में भर्ती करा दिया गया।,ఈ సాహస౦లో సహకరి౦చిన౦దుకు అతని సోదరిని ఎడ్యుకేషన్ క్యాంపులో పెట్టారు.
"एक दिन उसने गलती से माओ के एक बाजूबंद पर पांव रख दिया, उसे इस अपराध के लिए सात वर्षों का कठोर परिश्रम बतौर सजा दिया गया।",ఒకరోజు ఆమె అనుకోకుండా మావోకు చె౦దిన ఆర్మ్ బ్యా౦డ్ మీద కాలు పెట్టి౦ది ఆ నేరానికి ఆమెకు ఏడేళ్ల కఠిన శిక్ష విధించారు.
"तिब्‍बत की परेशानी असहनीय थी, लेकिन लोगों के जीने की इच्छा मान रखने लायक थी।","టిబెట్ ప్రజల బాధ భరింప శక్యం కానిది, కానీ, ఎప్పటికైనా తమకు స్వేఛ్చ లభిస్తు౦దనే ఆశతో వారు బాధలు భరిస్తున్నారు."
अंत में यह एक ही विकल्‍प पर पहुंचता है। क्‍या हम एक ही ढंग से सादगीपूर्ण जीवन व्‍यतीत करना चाहते हैं या फिर हम विविधवता के संसार की रंगीनियों को अपनाना चाहते हैं?,"కానీ చివరికి వచ్చేసరికి, ఏదో ఒక చాయిస్ ను ఎంపికచేసుకోవాల్సిఉంటుంది. మనం ఏకపక్షంగా నిర్ణయాలు తీసుకునే ఏకధృవ ప్రపంచం లో నివసించాలా లేదా బహుళ ధృవంలోని వైవిధ్యమైన ప్రపంచాన్ని కోరుకోవాలా?"
"अपनी मृत्‍यु से पहले महान मानव-शास्‍त्री मारग्रारेट मीड; ने कहा था कि मेरा सबसे बड़ा भय यह था सकल मनुष्‍य की सोच, विश्‍व भर का नरम रुख छोटी सोच में बदल गया, परंतु हम इस स्‍वप्‍न से एक दिन जरूर जाएगा। यह भूलकर की इसके अतिरिक्‍त और भी विकल्‍प मौजूद हैं।","గొప్ప మానవశాస్త్రవేత్త అయిన మార్గరెట్ మీడ్ చనిపోయే ముందుగా ఒకసారి ఇలా అన్నారు ఆవిడ యొక్క పెద్ద భయం ఏమిటంటే మనం సంకుచితమైన ప్రాపంచిక దృక్పధంలోకి దారిమళ్ళుతున్నకొద్దీ మొత్తం ప్రపంచాన్నీ ఈ దృక్కోణంతో నే చూడడమే కాకుండా మనం కూడా సంకుచితమైన అదే ఆలోచనా విధానంలోకి మారతాం, అయితే మనం ఏదో ఒకరోజు ఈ స్వప్నం నించి బయటికి వచ్చి ఇక్కడ మరికొన్ని అవకాశాలుకూడా ఉన్నాయని గుర్తిస్తా౦."
"यह एक विनम्र विचार है कि हमारी उपजातियां लगभग 600,000 वर्षों से मौजूद हैं","మన జాతి పుట్టి, దాదాపు ఇప్పటికి 600,000 సంవత్సరాలకు పైగా అయిందని మన౦ గుర్తుచేసుకొవాలి."
"कि ज्‍यों ज्‍यों हम पाषाण युग की क्रांति की ओर बढ़ेंगे, पाषाण युग ने हमें कृषि प्रदान की, उस समय हम बीज के वशीभूत हो गए। शमन की कविताओं का स्‍थान धर्म गुरू के गद्यों ने ले लिया। हमने अनुक्रमण विशेषज्ञता अधिशेष की रचना की। यह केवल 10,000 वर्ष पूर्व ही हुआ था।","కొత్తరాతి యుగ౦లో మన౦ వ్యవసాయాన్ని నేర్చుకున్నా౦, అ౦తకుము౦దే మన౦ మత౦ అనే మత్తుమ౦దుకు లొంగిపోయాము, మధురమైన కవిత్వం మత గురువుల గద్య బోధనలతో ని౦డిపోయి౦ది మన ప్రత్యేక తరహా అధికార పదవుల నిచ్చెనను ఏర్పాటు చేసుకున్నా౦ అయితే ఇవన్నీ కేవలం 10,000 సంవత్సరాల క్రితం ను౦చి మాత్రమే జరిగాయి."
हम जानते हैं कि आधुनिक औद्योगिक संसार मात्र 300 वर्ष पुराना है।,మనకు తెలిసిన ఆధునిక పారిశ్రామిక ప్రపంచం వయసు కేవలం 300 సంవత్సరాలు మాత్రమే.
इस नवीन इतिहास से मुझे यह महसूस होता है कि आने वाली शताब्‍दी में जिन समस्‍याओं का सामना करना पड़ेगा हमारे पास उनके लिए उत्‍तर उपलब्‍ध नहीं होंगे।,"ఇప్పడు, ఈ నిన్నమొన్నటి చరిత్ర ద్వారా వచ్చే సహస్రాబ్దిలో మనకు ఎదురయ్యే సవాళ్ళన్నిటినీ సమర్థ౦గా ఎదుర్కొనే సామర్థ్య౦ ఉ౦దని నేను భావి౦చడ౦ లేదు."
"जब हम विश्‍व की इन असंख्‍य संस्‍कृतियों से मनुष्‍य होने का अर्थ पूछते हैं तो वे 10,000 अलग-अलग आवाजों में उत्‍तर देते हैं।","వేనవేల సంవత్సరాల ప్రపంచంలోని ఈ నాగరికతలన్నింటినీ మానవుడిగా ఉండడం అంటే ఏమిటని అడిగితే, అవి 10,000 విభిన్న గొంతుకలతో జవాబిచ్చాయి."
"हम क्‍या हैं, यह सभी विकल्‍प हमारे पास मौजूद नहीं हैं। पूर्ण सचेत उपजाति, पूर्णत: यह सुनिश्‍चित करेंगे कि सभी लोगों तथा सभी उद्यानों को फलने फूलने का तरीका मिल जाए। सकारात्‍मकता के महान क्षण भी मौजूद हैं।","ఆ పాటతోనే మన అస్తిత్వాన్ని తిరిగి తెలుసుకునే అవకాశ౦ ఉ౦ది: మనది ఒక పూర్తి స్పృహ గల జాతి అని, ఇక్కడున్న ప్రజలందరూ మరియు పూలతోటలన్నీ పూర్తి అవగాహనతో వికసిల్లే మార్గం కనుక్కొంటాయి. అప్పుడు మనలో ఎంతో ఆశావహ దృక్పధం కనిపిస్తు౦ది."
"यह तस्‍वीर मैंने तब खीची थी जब मैं बैफिन टापू के उत्‍तरी छोर पर इन्‍यूट प्रजाति के लोगों के साथ छोटी सफेद व्‍हेल के शिकार के लिए गया था, तब इस व्‍यक्‍ति, ओलाया ने मुझे अपने दादाजी की एक बहुत अच्‍छी कहानी सुनाई।","ఈ ఫోటోగ్రాఫ్ నేను బాఫిన్ ఐలాండ్ లోని ఉత్తర ప్రాంతంలో తీసింది నేను కొంతమంది ఇన్యూట్ ప్రజలతో నార్వాల్ వేటకు వెళ్ళినప్పుడు తీసింది, ఇక్కడున్న మనిషి పేరు ఓలయా, అతను వాళ్ళ తాతగారి గురించి ఒక అద్భుతమైన కధ చెప్పారు."
कनाडा की सरकार कभी भी इन्‍यूट लोगों के लिए दयालु नहीं रही तथा उसने वर्ष 1950 के दशक में अपनी प्रधानता को स्‍थापित करने हेतु इन लोगों को कही और बसाने पर जोर दिया।,"కెనడా ప్రభుత్వం ఎల్లప్పుడూ ఈ ఇన్యూట్ ప్రజలతో సహనంతో ఉండేది కాదట 1950 ల ప్రాంతంలో, వారి యొక్క సార్వభౌమత్వాన్ని స్థిరపరచుకునేందుకు, వాళ్లందరినీ శరణార్ధ శిబిరాలకు బలవంతంగా పంపారట"
इस बुजर्ग आदमी के दादाजी ने जाने से इन्‍कार कर दिया।,ఈ ముసలాయన తాతగారు దానికి అంగీకరించలేదు.
उस व्‍यक्‍ति का डरा हुआ परिवार अपने साथ सभी हथियार व सभी औजारों को लेकर चला गया।,"అతని కుటుంబం, ఇతని ప్రాణాల కోసం, అతని ఆయుధాలను అతని పనిముట్లను కూడా దాచి పెట్టారు."
"अब आपको यह समझ लेना चाहिए कि इन्‍यूट लोग सर्दी से नहीं घबराते हैं, वे उसका लाभ उठाते हैं।",ఈ ఇన్యూట్లు చలిని లెఖ్ఖ చేయరు; దాన్ని వాళ్ళు అవకాశంగా తీసుకున్నారు
उनकी गाड़ी के पहियों को मूलत: मछली केरिबोऊ की खाल में लपेट कर बनाया जाता था।,వీళ్ల బండ్లయొక్క చక్రాలు చేపలతో తయారౌతాయి వాటిని కారీబు చర్మంతో చుడతారు.
तो इस आदमी के दादाजी उत्‍तरी ध्रुव की रातों से डरते नहीं थे और न ही वे वहां बह रही बर्फीली हवाओं से घबराते थे।,కాబట్టి ఈయన తాతగారు ఆర్కిటిక్ మంచుకు ఏమాత్రం బెదరలేదు అలాగే తరచుగా వచ్ఛే మంచుతుఫాన్లకు కూడా.
वे सरलता से बाहर निकलते और सील मछली की खाल से बनी अपनी पतलून उतारकर अपने हाथ में विष्‍ठा कर लेते। जैसे ही विष्‍ठा ठंड के कारण जमने लगती वे उसे एक ब्‍लेड का आकार दे देते हैं।,"అతను మామూలు గానే బయటికి వచ్చి, తన సీల్ చర్మంతో చేసిన ట్రౌజరును ధరి౦చాడు. మలాన్ని చేతిలోకి విసర్జించుకొన్నాడు. అది తొందర్లోనే గడ్డకట్టడం మొదలుపెట్టింది, దాన్ని కొంత సమయానికి పదునైన కత్తి ఆకార౦లోకి తయారు చేశాడు."
"उन्‍होंने उस विष्‍ठा के चाकू के किनारे पर थूक छिड़की जो अंतत: जम कर कठोर हो गई, उन्‍होंने उस चाकू से एक कुत्‍ते को काट डाला।","అతడు షిట్ నైఫ్ చివర్లో ఉమ్మిని వేసాడు అది బాగా గట్టిగా మారిన తర్వాత, దాంతో ఒక కుక్కను పొడిచి చంపాడు."
"उन्‍होंने कुत्‍ते की खाल उतार कर अपनी गाड़ी की जीन को सुधारा, कुत्‍ते की पसलियों के ढांचे का प्रयोग कर अपनी गाड़ी को बेहतर बनाया; फिर पास खड़े एक कुत्‍ते को बांध कर बर्फ के ढेरों पर लुप्‍त हो गए, वह विष्‍ठा से बना चाकू उनकी बेल्‍ट में लगा था।","ఆ కుక్క చర్మాన్ని వలిచి దానిని ఒక కవచములాగా తయారుచేసి, కుక్కయొక్క పక్కటెముకలను తీసి మంచు బండిని మరింత బాగా తయారు చేశాడు, పక్కనున్న మరోకుక్కకు కూడా కవచము తయారుచేసి, బెల్టులో షిట్ నైఫ్ దోపుకొని మంచు కొండలలోకి మాయమయ్యాడు."
"खाली हाथ निकलने के बारे में कहिए (हंसते हैं)। और इसी तरह, अन्‍य बहुत से तरीके हैं; (शाबाशी मिलती है) यह इन्‍यूट लोगों तथा संसार के अन्‍य स्‍थानीय लोगों के लौटने का चिन्‍ह है।","ఈ కథ పేరు ’ఏమీ లేకుండా బయటికి వెళ్ళడం"" (నవ్వులు) ఇలా౦టి ఎన్నో ఉద౦తాలు (చప్పట్లు) ఇన్యూట్ ప్రజల యొక్క మొక్కవోని ధైర్యానికి మచ్చుతునకలుగా నిలుస్తాయి, అలాగే ప్రపంచంలోని వివిధ తెగల ప్రజలు కూడా ఇలా౦టి వైవిధ్యాలు కలిగిఉన్నారు."
अप्रैल 1999 में कनाडा सरकार ने कैलीफोर्निया और टैकसास को जोड़कर बनने वाले क्षेत्र से भी अधिक क्षेत्र इन्‍यूट लोगों को पूर्णत: दे दिया।,1999 ఏప్రిల్లో కెనడా ప్రభుత్వము ఇన్యూట్ తెగల ప్రా౦త౦పై నియంత్రణను వారికి తిరిగి ఇచ్చేసింది ఈ భూభాగము దాదాపు కాలిఫోర్నియా మరియు టెక్సాస్ లను కలిపిన దానికంటే ఎక్కువే.
यह हमारी नई मातृभूमि है। इसे नूनावत कहते हैं।,ఇది ఇప్పుడు మన స్వంత దేశం. దీని పేరు నునావట్.
यह एक स्‍वतंत्र क्षेत्र है। ये सभी खनिज संसाधनों पर नियंत्रण रखते हैं।,"ఇది ఒక స్వతంత్ర్య సామ్రాజ్యం. అన్ని ఖనిజవనరులపై వారికి నియంత్రణాధికారం ఉంది,"
यह लोगों द्वारा प्रत्‍यर्पण पाने का राष्‍ट्र-प्रदेश प्राप्‍त करने का एक अदभुत उदाहरण है।,ఒక జాతీయ -ప్రభుత్వ౦ తన ప్రజలు లోల్పోయిన హక్కులను వారికి కల్పి౦చడ౦లో తీసుకునే శ్రద్ధకు నునావత్ మ౦చి ఉదాహరణ.
और अंत में यह हम सभी के लिए और उनके लिए जिन्‍होंने इन दूर स्‍थित जगहों पर यात्रा की है; उनके लिए मैं कहना चाहूंगा कि कोई भी स्‍थान निजर्न नहीं है।,"మరి చివరికి, కనీస౦ ఈ మాటలు చెప్పడ౦ తప్పనిసరి అని నేను అనుకుంటాను ఇప్పటి వరకు మన౦ ప్రయాణ౦ చెసిన ఈ గ్రహం లోని మారుమూల ప్రాంతాలు ఇ౦కా చీకటిలోనే ఉ౦డిపోవని మన౦ అర్థ౦చేసుకోవాలి."
वे किसी न किसी की मातृभूमि है।,ఆ ప్రా౦తాలు అక్కడి ప్రజల ఆవాసాలు
"ये सभी मानव कल्‍पना का प्रतिनिधित्‍व बहुत पहले से ही करते आ रहे हैं। और हम सभी के लिए इन बच्‍चों के सपने, जैसेकि हमारे अपने बच्‍चे के सपने। आशा के नग्‍न भूगोल शास्‍त्र का एक भाग हैं।","అవి మనిషి ఊహాత్మకశక్తి శాఖలకు ప్రాతినిధ్యం వహిస్తు మానవజాతి పుట్టుక మూలాలకు తీసుకు వెళతాయి. మనమందరం ఈ చిన్నారుల స్వప్నాలు, మన స్వంత పిల్లల కన్న కలలే అనుకుంటూ ఈ భూమ౦డల౦లో భాగస్వాముల మవుదాం."
"इसलिए हम नेशनल जियोग्राफिक्‍स पर अंतत:, प्रयास कर रहे, हमें यह विश्‍वास है कि इसे कोई राजनेता कभी भी पूरा नहीं कर पाएगा।","అందువల్ల, మనం చివరగా నేషనల్ జాగ్రఫీ ద్వారా ఈ రాజకీయవేత్తలు ఏమీ సాధించలేరని తెలియజేస్తున్నా౦."
हम समझते हैं कि तर्क --- (शाबाशी मिलती है) हम सोचते हैं कि तर्क द्वारा समझाया नहीं जा सकता; परंतु हमारा मानना है कि हम कहानी सुनकर संसार में बदलाव ला सकते हैं; और इसलिए शायद हम विश्‍व का सर्वश्रेष्‍ठ कथा वाचक संस्‍थान हैं। प्रतिमाह हमारी वेबसाईट 35 लाख बार खोली जाती है।,మనం ఆలోచించి చూస్తే ఈ వివాద పరిష్కార తర్కాలు-- చప్పట్లు ఈ తర్కాల వల్ల సాధించేది ఏమీ ఉ౦డదని నా అభిప్రాయ౦ కానీ ఈ చరిత్రను చెప్పడం వల్ల ప్రపంచాన్ని మార్చగలమని నేను భావిస్తాను అందుకే మనం చరిత్రను కథలుగా చెప్పే గొప్ప ప్రప౦చ సంస్థగా భావించుకోవాలి. ప్రపంచం మొత్తంలో నెలలో 35 మిలియన్ల మంది మన వెబ్ సైట్ ను చూస్తున్నారు.
156 देश हमारा टेलीविजन चैनल दिखाते हैं।,156 దేశాలు మన ఛానెల్ ను ప్రసారం చేస్తున్నాయి.
हमारी पत्रिकाएं करोड़ों लोगों द्वारा पढ़ी जाती हैं।,మన పత్రికలను లక్షలమంది చదువుతున్నారు.
